,Code_AL,ID_AL,Code_SA,ID_SA,Code_DA,ID_DA,Codeshare,Stops,Code_PT
466,AL189,AL189,GGT,1941,FLL,3533,,0,SF3
467,AL189,AL189,GGT,1941,GHB,1944,,0,SF3
468,AL189,AL189,GHB,1944,FLL,3533,,0,SF3
469,AL189,AL189,GLH,6130,TUP,5773,,0,SF3
470,AL189,AL189,GNV,3472,MCO,3878,,0,SF3
471,AL189,AL189,GNV,3472,TPA,3646,,0,SF3
472,AL189,AL189,JAX,3712,MHH,1930,,0,SF3
473,AL189,AL189,JAX,3712,TPA,3646,,0,SF3
474,AL189,AL189,LWB,6958,ATL,3682,,0,SF3
475,AL189,AL189,MCN,3754,ATL,3682,,0,SF3
476,AL189,AL189,MCN,3754,MCO,3878,,0,SF3
477,AL189,AL189,MCO,3878,FLL,3533,,0,SF3
478,AL189,AL189,MCO,3878,GNV,3472,,0,SF3
479,AL189,AL189,MCO,3878,MCN,3754,,0,SF3
480,AL189,AL189,MCO,3878,MHH,1930,,0,SF3
481,AL189,AL189,MCO,3878,PNS,3564,,0,SF3
482,AL189,AL189,MCO,3878,RSW,3793,,0,SF3
483,AL189,AL189,MCO,3878,TLH,3698,,0,SF3
484,AL189,AL189,MEI,4335,ATL,3682,,0,SF3
485,AL189,AL189,MHH,1930,FLL,3533,,0,SF3
486,AL189,AL189,MHH,1930,JAX,3712,,0,SF3
487,AL189,AL189,MHH,1930,MCO,3878,,0,SF3
488,AL189,AL189,MHH,1930,PBI,3722,,0,SF3
489,AL189,AL189,MSL,5756,ATL,3682,,0,SF3
490,AL189,AL189,PBI,3722,ELH,1943,,0,SF3
491,AL189,AL189,PBI,3722,MHH,1930,,0,SF3
492,AL189,AL189,PBI,3722,TPA,3646,,0,SF3
493,AL189,AL189,PIB,5759,ATL,3682,,0,SF3 
494,AL189,AL189,PNS,3564,MCO,3878,,0,SF3
495,AL189,AL189,PNS,3564,TPA,3646,,0,SF3
496,AL189,AL189,RSW,3793,EYW,3875,,0,SF3
497,AL189,AL189,RSW,3793,MCO,3878,,0,SF3
498,AL189,AL189,TCB,1934,FLL,3533,,0,SF3
499,AL189,AL189,TLH,3698,MCO,3878,,0,SF3
500,AL189,AL189,TLH,3698,TPA,3646,,0,SF3
501,AL189,AL189,TPA,3646,EYW,3875,,0,SF3
502,AL189,AL189,TPA,3646,FLL,3533,,0,SF3
503,AL189,AL189,TPA,3646,GNV,3472,,0,SF3
504,AL189,AL189,TPA,3646,JAX,3712,,0,SF3
505,AL189,AL189,TPA,3646,PBI,3722,,0,SF3
506,AL189,AL189,TPA,3646,PNS,3564,,0,SF3
507,AL189,AL189,TPA,3646,TLH,3698,,0,SF3
508,AL189,AL189,TUP,5773,ATL,3682,,0,SF3 
509,AL189,AL189,TUP,5773,GLH,6130,,0,SF3
510,AL237,AL237,AMS,580,NDR,5673,,0,320
511,AL237,AL237,AMS,580,TNG,1080,,0,320
512,AL237,AL237,BCN,1218,CMN,1074,,0,320
513,AL237,AL237,BCN,1218,NDR,5673,,0,320
514,AL237,AL237,BCN,1218,TNG,1080,,0,320
515,AL237,AL237,BGY,1525,CMN,1074,,0,320
516,AL237,AL237,BLQ,1538,CMN,1074,,0,320
517,AL237,AL237,BRU,302,CMN,1074,,0,320
518,AL237,AL237,BRU,302,NDR,5673,,0,320
519,AL237,AL237,BRU,302,TNG,1080,,0,320
520,AL237,AL237,CGN,344,NDR,5673,,0,320
521,AL237,AL237,CMN,1074,BCN,1218,,0,320
522,AL237,AL237,CMN,1074,BGY,1525,,0,320
523,AL237,AL237,CMN,1074,BLQ,1538,,0,320
524,AL237,AL237,CMN,1074,BRU,302,,0,320
525,AL237,AL237,CMN,1074,CUF,1534,,0,320
526,AL237,AL237,CMN,1074,LGW,502,,0,320
527,AL237,AL237,CMN,1074,LYS,1335,,0,320
528,AL237,AL237,CMN,1074,MPL,1359,,0,320
529,AL237,AL237,CMN,1074,SAW,4317,,0,320
530,AL237,AL237,CMN,1074,TLS,1273,,0,320
531,AL237,AL237,CMN,1074,TSF,1539,,0,320
532,AL237,AL237,CUF,1534,CMN,1074,,0,320
533,AL237,AL237,FEZ,1066,MPL,1359,,0,320
534,AL237,AL237,LGW,502,CMN,1074,,0,320
535,AL237,AL237,LGW,502,TNG,1080,,0,320
536,AL237,AL237,LYS,1335,CMN,1074,,0,320
537,AL237,AL237,MPL,1359,CMN,1074,,0,320
538,AL237,AL237,MPL,1359,FEZ,1066,,0,320
539,AL237,AL237,MPL,1359,NDR,5673,,0,320
540,AL237,AL237,NDR,5673,AMS,580,,0,320
541,AL237,AL237,NDR,5673,BCN,1218,,0,320
542,AL237,AL237,NDR,5673,BRU,302,,0,320
543,AL237,AL237,NDR,5673,CGN,344,,0,320
544,AL237,AL237,NDR,5673,MPL,1359,,0,320
545,AL237,AL237,NDR,5673,PMI,3998,,0,320
546,AL237,AL237,PMI,3998,NDR,5673,,0,320
547,AL237,AL237,SAW,4317,CMN,1074,,0,320
548,AL237,AL237,TLS,1273,CMN,1074,,0,320
549,AL237,AL237,TNG,1080,AMS,580,,0,320
550,AL237,AL237,TNG,1080,BCN,1218,,0,320
551,AL237,AL237,TNG,1080,BRU,302,,0,320
552,AL237,AL237,TNG,1080,LGW,502,,0,320
553,AL237,AL237,TSF,1539,CMN,1074,,0,320
554,AL514,AL514,AUA,2895,LSP,2844,,0,SH6
555,AL514,AL514,AUA,2895,MAR,2848,,0,SH6
556,AL514,AL514,BON,2896,CUR,2897,,0,SH6
557,AL514,AL514,CUR,2897,AUA,2895,,0,SH6
558,AL514,AL514,LSP,2844,AUA,2895,,0,SH6
559,AL514,AL514,MAR,2848,AUA,2895,,0,SH6
560,AL366,AL366,ASF,2966,DME,4029,,0,SU9
561,AL366,AL366,ASF,2966,LED,2948,,0,SU9
562,AL366,AL366,BHK,2980,DME,4029,,0,734
563,AL366,AL366,DME,4029,ASF,2966,,0,SU9
564,AL366,AL366,DME,4029,BHK,2980,,0,734
565,AL366,AL366,DME,4029,EGO,6156,,0,SU9
566,AL366,AL366,DME,4029,FEG,6149,,0,734
567,AL366,AL366,DME,4029,KSQ,6153,,0,734
568,AL366,AL366,DME,4029,NMA,6150,,0,734
569,AL366,AL366,DME,4029,NVI,6485,,0,734
570,AL366,AL366,DME,4029,SKD,2981,,0,734
571,AL366,AL366,DME,4029,TIV,1743,,0,SU9 73G
572,AL366,AL366,EGO,6156,DME,4029,,0,SU9
573,AL366,AL366,FEG,6149,DME,4029,,0,734
574,AL366,AL366,KSQ,6153,DME,4029,,0,734
575,AL366,AL366,LED,2948,ASF,2966,,0,SU9
576,AL366,AL366,NMA,6150,DME,4029,,0,734
577,AL366,AL366,NVI,6485,DME,4029,,0,734
578,AL366,AL366,SKD,2981,DME,4029,,0,734
579,AL366,AL366,TIV,1743,DME,4029,,0,SU9 73G
580,AL334,AL334,ANU,2874,PTP,2881,,0,AT5
581,AL334,AL334,CAY,2774,FDF,2878,,0,320
582,AL334,AL334,CUR,2897,SDQ,1762,,0,AT5
583,AL334,AL334,DOM,2877,PTP,2881,,0,AT5
584,AL334,AL334,DOM,2877,SXM,2899,,0,AT5
585,AL334,AL334,FDF,2878,CAY,2774,,0,320
586,AL334,AL334,FDF,2878,PTP,2881,,0,AT5 320
587,AL334,AL334,FDF,2878,SDQ,1762,,0,AT5
588,AL334,AL334,FDF,2878,SLU,2893,,0,AT5
589,AL334,AL334,PTP,2881,ANU,2874,,0,AT5
590,AL334,AL334,PTP,2881,DOM,2877,,0,AT5
591,AL334,AL334,PTP,2881,FDF,2878,,0,AT5 320
592,AL334,AL334,PTP,2881,SBH,6460,,0,DHT
593,AL334,AL334,PTP,2881,SDQ,1762,,0,AT5
594,AL334,AL334,PTP,2881,SFG,2879,,0,AT5
595,AL334,AL334,PTP,2881,SXM,2899,,0,AT5
596,AL334,AL334,SBH,6460,PTP,2881,,0,DHT
597,AL334,AL334,SDQ,1762,PTP,2881,,0,AT5
598,AL334,AL334,SDQ,1762,SXM,2899,,0,AT5
599,AL334,AL334,SFG,2879,PTP,2881,,0,AT5
600,AL334,AL334,SLU,2893,FDF,2878,,0,AT5
601,AL334,AL334,SXM,2899,DOM,2877,,0,AT5
602,AL334,AL334,SXM,2899,PTP,2881,,0,AT5
603,AL334,AL334,SXM,2899,SDQ,1762,,0,AT5
604,AL35,AL35,BHY,6351,XIY,3379,,0,321
605,AL35,AL35,CAN,3370,CKG,3393,,0,321 320
606,AL35,AL35,CAN,3370,CTU,3395,,0,321 320 330
607,AL35,AL35,CAN,3370,SPN,2244,,0,330
608,AL35,AL35,CGO,3375,CGQ,4380,,0,321
609,AL35,AL35,CGO,3375,CKG,3393,,0,321
610,AL35,AL35,CGO,3375,CTU,3395,,0,321
611,AL35,AL35,CGO,3375,HGH,3386,,0,320
612,AL35,AL35,CGO,3375,HRB,3400,,0,320
613,AL35,AL35,CGO,3375,KMG,3382,,0,320
614,AL35,AL35,CGO,3375,URC,3399,,0,320
615,AL35,AL35,CGQ,4380,CGO,3375,,0,321
616,AL35,AL35,CGQ,4380,NKG,3388,,0,320
617,AL35,AL35,CGQ,4380,TNA,4108,,0,321
618,AL35,AL35,CGQ,4380,TSN,3368,,0,320 319
619,AL35,AL35,CKG,3393,CAN,3370,,0,321 320
620,AL35,AL35,CKG,3393,CGO,3375,,0,321
621,AL35,AL35,CKG,3393,CSX,3371,,0,319 321
622,AL35,AL35,CKG,3393,CTU,3395,,0,330
623,AL35,AL35,CKG,3393,CZX,4109,,0,320
624,AL35,AL35,CKG,3393,DLC,3404,,0,320
625,AL35,AL35,CKG,3393,DYG,6353,,0,320
626,AL35,AL35,CKG,3393,HAK,4120,,0,319
627,AL35,AL35,CKG,3393,HGH,3386,,0,320 319
628,AL35,AL35,CKG,3393,HKT,3179,,0,321
629,AL35,AL35,CKG,3393,INC,4085,,0,321
630,AL35,AL35,CKG,3393,KHN,3384,,0,319
631,AL35,AL35,CKG,3393,KMG,3382,,0,319 320
632,AL35,AL35,CKG,3393,LHW,3378,,0,319 321
633,AL35,AL35,CKG,3393,LJG,4033,,0,319
634,AL35,AL35,CKG,3393,LXA,4097,,0,319
635,AL35,AL35,CKG,3393,NGB,3387,,0,319
636,AL35,AL35,CKG,3393,NKG,3388,,0,319
637,AL35,AL35,CKG,3393,NNG,3373,,0,319
638,AL35,AL35,CKG,3393,PEK,3364,,0,321 319 320
639,AL35,AL35,CKG,3393,PVG,3406,,0,320 319
640,AL35,AL35,CKG,3393,PZI,6435,,0,319
641,AL35,AL35,CKG,3393,SWA,4302,,0,319
642,AL35,AL35,CKG,3393,SYD,3361,,0,330
643,AL35,AL35,CKG,3393,SYX,4030,,0,320
644,AL35,AL35,CKG,3393,SZX,3374,,0,320
645,AL35,AL35,CKG,3393,TNA,4108,,0,321
646,AL35,AL35,CKG,3393,TSA,2275,,0,320
647,AL35,AL35,CKG,3393,TSN,3368,,0,319
648,AL35,AL35,CKG,3393,TYN,3369,,0,321
649,AL35,AL35,CKG,3393,URC,3399,,0,320
650,AL35,AL35,CKG,3393,WUH,3376,,0,319
651,AL35,AL35,CKG,3393,WUX,6390,,0,319
652,AL35,AL35,CKG,3393,XIY,3379,,0,319
653,AL35,AL35,CKG,3393,XNN,6366,,0,320
654,AL35,AL35,CKG,3393,YIH,6361,,0,319
655,AL35,AL35,CKG,3393,ZHA,6357,,0,319
656,AL35,AL35,CSX,3371,CKG,3393,,0,319 321
657,AL35,AL35,CSX,3371,CTU,3395,,0,320
658,AL35,AL35,CSX,3371,FOC,3385,,0,320
659,AL35,AL35,CSX,3371,KMG,3382,,0,320
660,AL35,AL35,CSX,3371,SHE,4144,,0,320
661,AL35,AL35,CSX,3371,WNZ,6392,,0,319
662,AL35,AL35,CSX,3371,XMN,3383,,0,321
663,AL35,AL35,CTU,3395,CAN,3370,,0,321 320 330
664,AL35,AL35,CTU,3395,CGO,3375,,0,321
665,AL35,AL35,CTU,3395,CKG,3393,,0,330
666,AL35,AL35,CTU,3395,CSX,3371,,0,320
667,AL35,AL35,CTU,3395,DCY,9310,,0,319
668,AL35,AL35,CTU,3395,DSN,6434,,0,319
669,AL35,AL35,CTU,3395,HAK,4120,,0,321
670,AL35,AL35,CTU,3395,HDG,8407,,0,319
671,AL35,AL35,CTU,3395,HET,6345,,0,320
672,AL35,AL35,CTU,3395,HFE,3389,,0,321
673,AL35,AL35,CTU,3395,HGH,3386,,0,320 319
674,AL35,AL35,CTU,3395,HKG,3077,,0,320
675,AL35,AL35,CTU,3395,HKT,3179,,0,321
676,AL35,AL35,CTU,3395,ICN,3930,,0,321
677,AL35,AL35,CTU,3395,INC,4085,,0,321
678,AL35,AL35,CTU,3395,JHG,3381,,0,319
679,AL35,AL35,CTU,3395,JIQ,8781,,0,320
680,AL35,AL35,CTU,3395,JZH,4301,,0,319
681,AL35,AL35,CTU,3395,KHN,3384,,0,321
682,AL35,AL35,CTU,3395,KMG,3382,,0,320
683,AL35,AL35,CTU,3395,KOW,6379,,0,320
684,AL35,AL35,CTU,3395,KWE,3394,,0,320
685,AL35,AL35,CTU,3395,LHW,3378,,0,319
686,AL35,AL35,CTU,3395,LJG,4033,,0,319
687,AL35,AL35,CTU,3395,LUM,6376,,0,319
688,AL35,AL35,CTU,3395,LXA,4097,,0,330 319
689,AL35,AL35,CTU,3395,LZY,6402,,0,319
690,AL35,AL35,CTU,3395,MEL,3339,,0,330
691,AL35,AL35,CTU,3395,NKG,3388,,0,319 320
692,AL35,AL35,CTU,3395,NNG,3373,,0,319 320
693,AL35,AL35,CTU,3395,PEK,3364,,0,330 321 320
694,AL35,AL35,CTU,3395,PVG,3406,,0,321 330
695,AL35,AL35,CTU,3395,PZI,6435,,0,319
696,AL35,AL35,CTU,3395,SHE,4144,,0,330
697,AL35,AL35,CTU,3395,SJW,6347,,0,320
698,AL35,AL35,CTU,3395,SYX,4030,,0,321
699,AL35,AL35,CTU,3395,SZX,3374,,0,320 321
700,AL35,AL35,CTU,3395,TAO,3390,,0,321
701,AL35,AL35,CTU,3395,TNA,4108,,0,321
702,AL35,AL35,CTU,3395,TSA,2275,,0,320
703,AL35,AL35,CTU,3395,TSN,3368,,0,321
704,AL35,AL35,CTU,3395,TYN,3369,,0,319
705,AL35,AL35,CTU,3395,URC,3399,,0,319 330
706,AL35,AL35,CTU,3395,WNZ,6392,,0,320
707,AL35,AL35,CTU,3395,WUH,3376,,0,319
708,AL35,AL35,CTU,3395,WUX,6390,,0,320
709,AL35,AL35,CTU,3395,WXN,6403,,0,319
710,AL35,AL35,CTU,3395,XIC,3396,,0,320
711,AL35,AL35,CTU,3395,XIY,3379,,0,320 319
712,AL35,AL35,CTU,3395,XMN,3383,,0,320
713,AL35,AL35,CTU,3395,XNN,6366,,0,320
714,AL35,AL35,CTU,3395,XUZ,4149,,0,320
715,AL35,AL35,CTU,3395,YIH,6361,,0,320
716,AL35,AL35,CTU,3395,YTY,8876,,0,319
717,AL35,AL35,CZX,4109,CKG,3393,,0,320
718,AL35,AL35,CZX,4109,HRB,3400,,0,321
719,AL35,AL35,CZX,4109,XMN,3383,,0,321
720,AL35,AL35,CZX,4109,ZUH,6355,,0,320
721,AL35,AL35,DAT,6344,TYN,3369,,0,319
722,AL35,AL35,DCY,9310,CTU,3395,,0,319
723,AL35,AL35,DLC,3404,CKG,3393,,0,320
724,AL35,AL35,DLC,3404,HGH,3386,,0,320
725,AL35,AL35,DLC,3404,HRB,3400,,0,320
726,AL35,AL35,DLC,3404,TNA,4108,,0,321
727,AL35,AL35,DLC,3404,XUZ,4149,,0,320
728,AL35,AL35,DNH,4308,LHW,3378,,0,319
729,AL35,AL35,DSN,6434,CTU,3395,,0,319
730,AL35,AL35,DSN,6434,SHE,4144,,0,319
731,AL35,AL35,DYG,6353,CKG,3393,,0,320
732,AL35,AL35,DYG,6353,NKG,3388,,0,319
733,AL35,AL35,FOC,3385,CSX,3371,,0,320
734,AL35,AL35,FOC,3385,XIY,3379,,0,319
735,AL35,AL35,GXH,9311,LXA,4097,,0,319
736,AL35,AL35,GXH,9311,XIY,3379,,0,319
737,AL35,AL35,HAK,4120,CKG,3393,,0,319
738,AL35,AL35,HAK,4120,CTU,3395,,0,321
739,AL35,AL35,HAK,4120,HGH,3386,,0,320
740,AL35,AL35,HAK,4120,NGB,3387,,0,321
741,AL35,AL35,HAK,4120,ZUH,6355,,0,320
742,AL35,AL35,HDG,8407,CTU,3395,,0,319
743,AL35,AL35,HET,6345,CTU,3395,,0,320
744,AL35,AL35,HFE,3389,CTU,3395,,0,321
745,AL35,AL35,HGH,3386,CGO,3375,,0,320
746,AL35,AL35,HGH,3386,CKG,3393,,0,320 319
747,AL35,AL35,HGH,3386,CTU,3395,,0,319 320
748,AL35,AL35,HGH,3386,DLC,3404,,0,320
749,AL35,AL35,HGH,3386,HAK,4120,,0,320
750,AL35,AL35,HGH,3386,KWE,3394,,0,320
751,AL35,AL35,HGH,3386,TSN,3368,,0,320
752,AL35,AL35,HGH,3386,TYN,3369,,0,320
753,AL35,AL35,HKG,3077,CTU,3395,,0,320
754,AL35,AL35,HKG,3077,YIH,6361,,0,320
755,AL35,AL35,HKG,3077,ZHA,6357,,0,319
756,AL35,AL35,HKT,3179,CKG,3393,,0,321
757,AL35,AL35,HKT,3179,CTU,3395,,0,321
758,AL35,AL35,HRB,3400,CGO,3375,,0,320
759,AL35,AL35,HRB,3400,CZX,4109,,0,321
760,AL35,AL35,HRB,3400,DLC,3404,,0,320
761,AL35,AL35,HRB,3400,INC,4085,,0,321
762,AL35,AL35,HRB,3400,NGB,3387,,0,321
763,AL35,AL35,HRB,3400,NKG,3388,,0,319
764,AL35,AL35,HRB,3400,NZH,6954,,0,321
765,AL35,AL35,HRB,3400,SJW,6347,,0,321
766,AL35,AL35,HRB,3400,TNA,4108,,0,320 321
767,AL35,AL35,HRB,3400,TSN,3368,,0,321
768,AL35,AL35,HRB,3400,WNZ,6392,,0,321
769,AL35,AL35,HRB,3400,WUH,3376,,0,321
770,AL35,AL35,HRB,3400,XIY,3379,,0,321
771,AL35,AL35,HRB,3400,XUZ,4149,,0,320 321
772,AL35,AL35,ICN,3930,CTU,3395,,0,321
773,AL35,AL35,INC,4085,CKG,3393,,0,321
774,AL35,AL35,INC,4085,CTU,3395,,0,321
775,AL35,AL35,INC,4085,HRB,3400,,0,321
776,AL35,AL35,INC,4085,KWL,3372,,0,320
777,AL35,AL35,JGN,6432,LHW,3378,,0,319
778,AL35,AL35,JHG,3381,CTU,3395,,0,319
779,AL35,AL35,JHG,3381,KMG,3382,,0,319
780,AL35,AL35,JIQ,8781,CTU,3395,,0,320
781,AL35,AL35,JJN,6386,KWE,3394,,0,320
782,AL35,AL35,JJN,6386,WUH,3376,,0,319
783,AL35,AL35,JZH,4301,CTU,3395,,0,319
784,AL35,AL35,KHG,3397,URC,3399,,0,319
785,AL35,AL35,KHN,3384,CKG,3393,,0,319
786,AL35,AL35,KHN,3384,CTU,3395,,0,321
787,AL35,AL35,KHN,3384,KMG,3382,,0,319
788,AL35,AL35,KHN,3384,NGB,3387,,0,321
789,AL35,AL35,KMG,3382,CGO,3375,,0,320
790,AL35,AL35,KMG,3382,CKG,3393,,0,319 320
791,AL35,AL35,KMG,3382,CSX,3371,,0,320
792,AL35,AL35,KMG,3382,CTU,3395,,0,320
793,AL35,AL35,KMG,3382,JHG,3381,,0,319
794,AL35,AL35,KMG,3382,KHN,3384,,0,319
795,AL35,AL35,KMG,3382,KWE,3394,,0,320
796,AL35,AL35,KMG,3382,LUM,6376,,0,319
797,AL35,AL35,KMG,3382,NGB,3387,,0,320
798,AL35,AL35,KMG,3382,NKG,3388,,0,320
799,AL35,AL35,KMG,3382,TAO,3390,,0,320
800,AL35,AL35,KMG,3382,TNA,4108,,0,320
801,AL35,AL35,KMG,3382,TPE,2276,,0,320
802,AL35,AL35,KMG,3382,WXN,6403,,0,320
803,AL35,AL35,KMG,3382,XIY,3379,,0,320
804,AL35,AL35,KMG,3382,XMN,3383,,0,320
805,AL35,AL35,KMG,3382,XUZ,4149,,0,320
806,AL35,AL35,KOW,6379,CTU,3395,,0,320
807,AL35,AL35,KOW,6379,XMN,3383,,0,320
808,AL35,AL35,KWE,3394,CTU,3395,,0,320
809,AL35,AL35,KWE,3394,HGH,3386,,0,320
810,AL35,AL35,KWE,3394,JJN,6386,,0,320
811,AL35,AL35,KWE,3394,KMG,3382,,0,320
812,AL35,AL35,KWE,3394,LHW,3378,,0,321
813,AL35,AL35,KWE,3394,SYX,4030,,0,321
814,AL35,AL35,KWE,3394,WNZ,6392,,0,320
815,AL35,AL35,KWE,3394,XUZ,4149,,0,321
816,AL35,AL35,KWL,3372,INC,4085,,0,320
817,AL35,AL35,KWL,3372,SJW,6347,,0,321
818,AL35,AL35,KWL,3372,SYX,4030,,0,320
819,AL35,AL35,LHW,3378,CKG,3393,,0,319 321
820,AL35,AL35,LHW,3378,CTU,3395,,0,319
821,AL35,AL35,LHW,3378,DNH,4308,,0,319
822,AL35,AL35,LHW,3378,JGN,6432,,0,319
823,AL35,AL35,LHW,3378,KWE,3394,,0,321
824,AL35,AL35,LHW,3378,TSN,3368,,0,321
825,AL35,AL35,LJG,4033,CKG,3393,,0,319
826,AL35,AL35,LJG,4033,CTU,3395,,0,319
827,AL35,AL35,LJG,4033,MIG,6400,,0,319
828,AL35,AL35,LUM,6376,CTU,3395,,0,319
829,AL35,AL35,LUM,6376,KMG,3382,,0,319
830,AL35,AL35,LXA,4097,CKG,3393,,0,319
831,AL35,AL35,LXA,4097,CTU,3395,,0,330 319
832,AL35,AL35,LXA,4097,GXH,9311,,0,319
833,AL35,AL35,LXA,4097,XIY,3379,,0,319
834,AL35,AL35,LXA,4097,XNN,6366,,0,319
835,AL35,AL35,LYI,6385,XIY,3379,,0,319 320
836,AL35,AL35,LZY,6402,CTU,3395,,0,319
837,AL35,AL35,MEL,3339,CTU,3395,,0,330
838,AL35,AL35,MIG,6400,LJG,4033,,0,319
839,AL35,AL35,MIG,6400,NKG,3388,,0,319
840,AL35,AL35,MIG,6400,SYX,4030,,0,320
841,AL35,AL35,MIG,6400,XNN,6366,,0,320
842,AL35,AL35,NGB,3387,CKG,3393,,0,319
843,AL35,AL35,NGB,3387,HAK,4120,,0,321
844,AL35,AL35,NGB,3387,HRB,3400,,0,321
845,AL35,AL35,NGB,3387,KHN,3384,,0,321
846,AL35,AL35,NGB,3387,KMG,3382,,0,320
847,AL35,AL35,NGB,3387,SHE,4144,,0,321
848,AL35,AL35,NGB,3387,SYX,4030,,0,321
849,AL35,AL35,NKG,3388,CGQ,4380,,0,320
850,AL35,AL35,NKG,3388,CKG,3393,,0,319
851,AL35,AL35,NKG,3388,CTU,3395,,0,319 320
852,AL35,AL35,NKG,3388,DYG,6353,,0,319
853,AL35,AL35,NKG,3388,HRB,3400,,0,319
854,AL35,AL35,NKG,3388,KMG,3382,,0,320
855,AL35,AL35,NKG,3388,MIG,6400,,0,319
856,AL35,AL35,NKG,3388,SYX,4030,,0,320
857,AL35,AL35,NNG,3373,CKG,3393,,0,319
858,AL35,AL35,NNG,3373,CTU,3395,,0,319 320
859,AL35,AL35,NNG,3373,SGN,3205,,0,320
860,AL35,AL35,NNG,3373,WUH,3376,,0,321
861,AL35,AL35,NTG,5475,WUH,3376,,0,319
862,AL35,AL35,NZH,6954,HRB,3400,,0,321
863,AL35,AL35,PEK,3364,CKG,3393,,0,319 321 320
864,AL35,AL35,PEK,3364,CTU,3395,,0,321 320 330
865,AL35,AL35,PEK,3364,WXN,6403,,0,320
866,AL35,AL35,PEK,3364,ZHY,8043,,0,320
867,AL35,AL35,PVG,3406,CKG,3393,,0,320 319
868,AL35,AL35,PVG,3406,CTU,3395,,0,330 321
869,AL35,AL35,PVG,3406,SPN,2244,,0,330
870,AL35,AL35,PZI,6435,CKG,3393,,0,319
871,AL35,AL35,PZI,6435,CTU,3395,,0,319
872,AL35,AL35,SGN,3205,NNG,3373,,0,320
873,AL35,AL35,SHE,4144,CSX,3371,,0,320
874,AL35,AL35,SHE,4144,CTU,3395,,0,330
875,AL35,AL35,SHE,4144,DSN,6434,,0,319
876,AL35,AL35,SHE,4144,NGB,3387,,0,321
877,AL35,AL35,SHE,4144,TYN,3369,,0,321
878,AL35,AL35,SHE,4144,XUZ,4149,,0,320
879,AL35,AL35,SHE,4144,YVR,156,,0,330
880,AL35,AL35,SJW,6347,CTU,3395,,0,320
881,AL35,AL35,SJW,6347,HRB,3400,,0,321
882,AL35,AL35,SJW,6347,KWL,3372,,0,321
883,AL35,AL35,SPN,2244,CAN,3370,,0,330
884,AL35,AL35,SPN,2244,PVG,3406,,0,330
885,AL35,AL35,SWA,4302,CKG,3393,,0,319
886,AL35,AL35,SYD,3361,CKG,3393,,0,330
887,AL35,AL35,SYX,4030,CKG,3393,,0,320
888,AL35,AL35,SYX,4030,CTU,3395,,0,321
889,AL35,AL35,SYX,4030,KWE,3394,,0,321
890,AL35,AL35,SYX,4030,KWL,3372,,0,320
891,AL35,AL35,SYX,4030,MIG,6400,,0,320
892,AL35,AL35,SYX,4030,NGB,3387,,0,321
893,AL35,AL35,SYX,4030,NKG,3388,,0,320
894,AL35,AL35,SYX,4030,TNA,4108,,0,321
895,AL35,AL35,SYX,4030,WNZ,6392,,0,321
896,AL35,AL35,SYX,4030,YBP,4110,,0,319
897,AL35,AL35,SZX,3374,CKG,3393,,0,320
898,AL35,AL35,SZX,3374,CTU,3395,,0,320 321
899,AL35,AL35,SZX,3374,WXN,6403,,0,319
900,AL35,AL35,TAO,3390,CTU,3395,,0,321
901,AL35,AL35,TAO,3390,KMG,3382,,0,320
902,AL35,AL35,TNA,4108,CGQ,4380,,0,321
903,AL35,AL35,TNA,4108,CKG,3393,,0,321
904,AL35,AL35,TNA,4108,CTU,3395,,0,321
905,AL35,AL35,TNA,4108,DLC,3404,,0,321
906,AL35,AL35,TNA,4108,HRB,3400,,0,320 321
907,AL35,AL35,TNA,4108,KMG,3382,,0,320
908,AL35,AL35,TNA,4108,SYX,4030,,0,321
909,AL35,AL35,TNA,4108,XIY,3379,,0,320
910,AL35,AL35,TPE,2276,KMG,3382,,0,320
911,AL35,AL35,TSA,2275,CKG,3393,,0,320
912,AL35,AL35,TSA,2275,CTU,3395,,0,320
913,AL35,AL35,TSN,3368,CGQ,4380,,0,320 319
914,AL35,AL35,TSN,3368,CKG,3393,,0,319
915,AL35,AL35,TSN,3368,CTU,3395,,0,321
916,AL35,AL35,TSN,3368,HGH,3386,,0,320
917,AL35,AL35,TSN,3368,HRB,3400,,0,321
918,AL35,AL35,TSN,3368,LHW,3378,,0,321
919,AL35,AL35,TVS,8858,TYN,3369,,0,319
920,AL35,AL35,TYN,3369,CKG,3393,,0,321
921,AL35,AL35,TYN,3369,CTU,3395,,0,319
922,AL35,AL35,TYN,3369,DAT,6344,,0,319
923,AL35,AL35,TYN,3369,HGH,3386,,0,320
924,AL35,AL35,TYN,3369,SHE,4144,,0,321
925,AL35,AL35,TYN,3369,TVS,8858,,0,319
926,AL35,AL35,URC,3399,CGO,3375,,0,320
927,AL35,AL35,URC,3399,CKG,3393,,0,320
928,AL35,AL35,URC,3399,CTU,3395,,0,319 330
929,AL35,AL35,URC,3399,KHG,3397,,0,319
930,AL35,AL35,URC,3399,XIY,3379,,0,319
931,AL35,AL35,UYN,6368,XIY,3379,,0,319
932,AL35,AL35,WNZ,6392,CSX,3371,,0,319
933,AL35,AL35,WNZ,6392,CTU,3395,,0,320
934,AL35,AL35,WNZ,6392,HRB,3400,,0,321
935,AL35,AL35,WNZ,6392,KWE,3394,,0,320
936,AL35,AL35,WNZ,6392,SYX,4030,,0,321
937,AL35,AL35,WUH,3376,CKG,3393,,0,319
